customer_id,segment,interval,score,duration,promo,robocats
cst_8723674247,Segment 0,До внедрения роботов,4,0.33,0,0
cst_7078189217,Segment 0,До внедрения роботов,0,0.22,0,0
cst_8854680179,Segment 0,До внедрения роботов,0,0.15,0,0
cst_5008760376,Segment 0,До внедрения роботов,1,0.1,0,0
cst_9030480488,Segment 0,До внедрения роботов,1,0.34,0,0
cst_8054008897,Segment 0,До внедрения роботов,4,0.9,0,0
cst_3875340759,Segment 0,До внедрения роботов,3,0.07,0,0
cst_3931889686,Segment 0,До внедрения роботов,0,0.44,0,0
cst_1188508133,Segment 0,До внедрения роботов,0,0.73,0,0
cst_0433751765,Segment 0,До внедрения роботов,0,0.26,0,0
cst_1672945779,Segment 0,До внедрения роботов,8,0.22,1,0
cst_4089901330,Segment 0,До внедрения роботов,0,0.74,0,0
cst_3971505389,Segment 0,До внедрения роботов,0,0.15,0,0
cst_8151463352,Segment 0,До внедрения роботов,1,0.19,0,0
cst_6076377611,Segment 0,До внедрения роботов,4,0.86,0,0
cst_8752846617,Segment 0,До внедрения роботов,0,0.01,0,0
cst_4367643377,Segment 0,До внедрения роботов,6,0.01,0,0
cst_2883075724,Segment 0,До внедрения роботов,1,0.42,0,0
cst_2279254463,Segment 0,До внедрения роботов,5,0.73,0,0
cst_9304464309,Segment 0,До внедрения роботов,0,0.8,0,0
cst_1871690409,Segment 0,До внедрения роботов,0,0.31,0,0
cst_8241497809,Segment 0,До внедрения роботов,2,0.67,0,0
cst_0357380888,Segment 0,До внедрения роботов,1,0.56,0,0
cst_8707161246,Segment 0,До внедрения роботов,0,0.03,0,0
cst_2097088011,Segment 0,До внедрения роботов,7,0.39,0,0
cst_1053153620,Segment 0,До внедрения роботов,0,0.14,0,0
cst_9053104185,Segment 0,До внедрения роботов,1,0.13,0,0
cst_3620561003,Segment 0,До внедрения роботов,0,0.13,0,0
cst_7377008414,Segment 0,До внедрения роботов,3,0.34,0,0
cst_4907048898,Segment 0,До внедрения роботов,2,0.28,0,0
cst_3469931163,Segment 0,До внедрения роботов,3,0.88,0,0
cst_0342217425,Segment 0,До внедрения роботов,0,3.17,0,0
cst_1972500860,Segment 0,До внедрения роботов,1,0.36,0,0
cst_8784479871,Segment 0,До внедрения роботов,0,0.54,0,0
cst_5143992393,Segment 0,До внедрения роботов,4,0.16,0,0
cst_7712686819,Segment 0,До внедрения роботов,4,0.15,0,0
cst_2831350457,Segment 0,До внедрения роботов,0,0.03,0,0
cst_5817402274,Segment 0,До внедрения роботов,0,0.55,0,0
cst_8458221550,Segment 0,До внедрения роботов,0,0.07,0,0
cst_3496267262,Segment 0,До внедрения роботов,6,0.13,0,0
cst_5792111846,Segment 0,До внедрения роботов,2,0.49,0,0
cst_6527250872,Segment 0,До внедрения роботов,6,0.06,0,0
cst_6523589591,Segment 0,До внедрения роботов,8,0.05,1,0
cst_2591802044,Segment 0,До внедрения роботов,1,0.14,0,0
cst_4700598994,Segment 0,До внедрения роботов,0,1.33,0,0
cst_8493843110,Segment 0,До внедрения роботов,2,0.51,0,0
cst_5791674772,Segment 0,До внедрения роботов,2,0.16,0,0
cst_6095795253,Segment 0,До внедрения роботов,3,1.4,0,0
cst_2434818542,Segment 0,До внедрения роботов,3,2.59,0,0
cst_4981853178,Segment 0,До внедрения роботов,0,0.82,0,0
cst_5745656366,Segment 0,До внедрения роботов,0,0.11,0,0
cst_7336920425,Segment 0,До внедрения роботов,0,0.96,0,0
cst_5488405163,Segment 0,До внедрения роботов,2,0.31,0,0
cst_9266689355,Segment 0,До внедрения роботов,0,0.09,0,0
cst_3420181610,Segment 0,До внедрения роботов,0,0.61,0,0
cst_3185533849,Segment 0,До внедрения роботов,5,0.21,0,0
cst_2888059107,Segment 0,До внедрения роботов,0,1.34,0,0
cst_7309544931,Segment 0,До внедрения роботов,4,0.77,0,0
cst_6432767825,Segment 0,До внедрения роботов,0,0.51,0,0
cst_3747671657,Segment 0,До внедрения роботов,0,0.41,0,0
cst_6578801056,Segment 0,До внедрения роботов,6,1.38,0,0
cst_3181551589,Segment 0,До внедрения роботов,0,0.0,0,0
cst_3559644456,Segment 0,До внедрения роботов,7,1.32,0,0
cst_1114862250,Segment 0,До внедрения роботов,7,0.1,0,0
cst_6295411751,Segment 0,До внедрения роботов,5,0.12,0,0
cst_4472846073,Segment 0,До внедрения роботов,0,0.71,0,0
cst_9698893914,Segment 0,До внедрения роботов,0,0.6,0,0
cst_9845657458,Segment 0,До внедрения роботов,0,0.17,0,0
cst_2097727671,Segment 0,До внедрения роботов,5,0.14,0,0
cst_7420000196,Segment 0,До внедрения роботов,0,0.0,0,0
cst_3651898107,Segment 0,До внедрения роботов,0,0.27,0,0
cst_7486964661,Segment 0,До внедрения роботов,1,0.49,0,0
cst_9296875682,Segment 0,До внедрения роботов,0,0.02,0,0
cst_1776810802,Segment 0,До внедрения роботов,0,0.1,0,0
cst_7908663048,Segment 0,До внедрения роботов,2,1.59,0,0
cst_0869631260,Segment 0,До внедрения роботов,0,0.89,0,0
cst_4247795308,Segment 0,До внедрения роботов,0,0.06,0,0
cst_9011501963,Segment 0,До внедрения роботов,3,1.1,0,0
cst_3771348781,Segment 0,До внедрения роботов,5,0.52,0,0
cst_7336759402,Segment 0,До внедрения роботов,0,0.49,0,0
cst_2506231566,Segment 0,До внедрения роботов,2,0.34,0,0
cst_8481521518,Segment 0,До внедрения роботов,4,0.3,0,0
cst_2251306969,Segment 0,До внедрения роботов,0,0.09,0,0
cst_0073619802,Segment 0,До внедрения роботов,5,0.34,0,0
cst_6096462313,Segment 0,До внедрения роботов,6,0.23,0,0
cst_9239625246,Segment 0,До внедрения роботов,1,0.15,0,0
cst_0588635601,Segment 0,До внедрения роботов,1,0.56,0,0
cst_9140837628,Segment 0,До внедрения роботов,3,1.07,0,0
cst_4501126871,Segment 0,До внедрения роботов,0,0.33,0,0
cst_8081912843,Segment 0,До внедрения роботов,0,1.55,0,0
cst_5496673668,Segment 0,До внедрения роботов,1,1.01,0,0
cst_8129168607,Segment 0,До внедрения роботов,4,0.11,0,0
cst_5886340111,Segment 0,До внедрения роботов,0,0.11,0,0
cst_7812561370,Segment 0,До внедрения роботов,3,1.01,0,0
cst_5486912384,Segment 0,До внедрения роботов,5,0.29,0,0
cst_1896743722,Segment 0,До внедрения роботов,2,0.41,0,0
cst_8139267750,Segment 0,До внедрения роботов,0,0.34,0,0
cst_6247374639,Segment 0,До внедрения роботов,4,0.12,0,0
cst_0795115830,Segment 0,До внедрения роботов,2,0.27,0,0
cst_1037058841,Segment 0,До внедрения роботов,4,0.35,0,0
cst_5723791860,Segment 0,До внедрения роботов,1,0.97,0,0
cst_8152807772,Segment 0,До внедрения роботов,1,0.15,0,0
cst_2777894844,Segment 0,До внедрения роботов,0,0.21,0,0
cst_6700946282,Segment 0,До внедрения роботов,5,0.12,0,0
cst_7242708128,Segment 0,До внедрения роботов,3,0.53,0,0
cst_6143347297,Segment 0,До внедрения роботов,2,0.73,0,0
cst_8356843775,Segment 0,До внедрения роботов,6,0.06,0,0
cst_3090946803,Segment 0,До внедрения роботов,0,0.04,0,0
cst_2317756867,Segment 0,До внедрения роботов,2,0.03,0,0
cst_5168545408,Segment 0,До внедрения роботов,3,0.38,0,0
cst_5950086621,Segment 0,До внедрения роботов,0,1.05,0,0
cst_2014328981,Segment 0,До внедрения роботов,0,0.82,0,0
cst_3223568067,Segment 0,До внедрения роботов,0,0.43,1,0
cst_0163724608,Segment 0,До внедрения роботов,4,0.37,0,0
cst_9569177075,Segment 0,До внедрения роботов,6,0.53,0,0
cst_6023671073,Segment 0,До внедрения роботов,3,0.11,0,0
cst_1201228473,Segment 0,До внедрения роботов,5,1.39,0,0
cst_4987361436,Segment 0,До внедрения роботов,5,0.58,0,0
cst_7010510295,Segment 0,До внедрения роботов,0,0.34,0,0
cst_0258356622,Segment 0,До внедрения роботов,3,0.41,0,0
cst_1544779112,Segment 0,До внедрения роботов,0,0.03,0,0
cst_5009150075,Segment 0,До внедрения роботов,0,1.9,0,0
cst_5164447866,Segment 0,До внедрения роботов,2,0.91,0,0
cst_8825581424,Segment 0,До внедрения роботов,5,0.71,0,0
cst_3934928111,Segment 0,До внедрения роботов,3,1.38,0,0
cst_5844008582,Segment 0,До внедрения роботов,5,0.83,0,0
cst_7943758020,Segment 0,До внедрения роботов,3,0.4,0,0
cst_7460715380,Segment 0,До внедрения роботов,5,0.06,0,0
cst_3678366013,Segment 0,До внедрения роботов,2,0.01,1,0
cst_8174890254,Segment 0,До внедрения роботов,7,0.77,0,0
cst_0170957228,Segment 0,До внедрения роботов,0,1.23,0,0
cst_0648631952,Segment 0,До внедрения роботов,0,0.01,0,0
cst_2267634938,Segment 0,До внедрения роботов,3,0.35,0,0
cst_2635818597,Segment 0,До внедрения роботов,1,0.27,0,0
cst_2188018783,Segment 0,До внедрения роботов,6,0.29,0,0
cst_0973350016,Segment 0,До внедрения роботов,3,0.28,0,0
cst_2400397782,Segment 0,До внедрения роботов,0,0.29,0,0
cst_0708377838,Segment 0,До внедрения роботов,2,0.14,0,0
cst_3137905967,Segment 0,До внедрения роботов,6,0.04,0,0
cst_9320762286,Segment 0,До внедрения роботов,3,0.47,0,0
cst_1793835777,Segment 0,До внедрения роботов,1,0.03,0,0
cst_8016300097,Segment 0,До внедрения роботов,1,0.56,0,0
cst_8704186703,Segment 0,До внедрения роботов,0,0.5,0,0
cst_9798890069,Segment 0,До внедрения роботов,6,1.18,0,0
cst_0990262584,Segment 0,До внедрения роботов,0,0.38,0,0
cst_9351852378,Segment 0,До внедрения роботов,4,0.22,0,0
cst_9864451663,Segment 0,До внедрения роботов,6,1.94,0,0
cst_6433681532,Segment 0,До внедрения роботов,2,0.08,0,0
cst_9325752700,Segment 0,До внедрения роботов,4,0.03,0,0
cst_4272048259,Segment 0,До внедрения роботов,0,0.79,0,0
cst_2275875981,Segment 0,До внедрения роботов,0,0.35,0,0
cst_3118501638,Segment 0,До внедрения роботов,2,1.14,0,0
cst_8739348936,Segment 0,До внедрения роботов,1,0.09,0,0
cst_0616297960,Segment 0,До внедрения роботов,4,0.03,0,0
cst_3286860436,Segment 0,До внедрения роботов,7,0.31,0,0
cst_8788102355,Segment 0,До внедрения роботов,6,0.58,0,0
cst_2579831269,Segment 0,До внедрения роботов,3,1.21,0,0
cst_3366316049,Segment 0,До внедрения роботов,4,1.12,0,0
cst_7450909796,Segment 0,До внедрения роботов,4,0.57,0,0
cst_8856074404,Segment 0,До внедрения роботов,0,0.11,0,0
cst_9964120122,Segment 0,До внедрения роботов,0,1.12,0,0
cst_9224431019,Segment 0,До внедрения роботов,3,0.56,0,0
cst_1423933847,Segment 0,До внедрения роботов,9,0.08,1,0
cst_9950174139,Segment 0,До внедрения роботов,2,0.6,0,0
cst_1111467486,Segment 0,До внедрения роботов,2,0.37,0,0
cst_3207653914,Segment 0,До внедрения роботов,2,0.46,0,0
cst_9627736893,Segment 0,До внедрения роботов,0,0.13,0,0
cst_6693815671,Segment 0,До внедрения роботов,4,0.09,0,0
cst_8287283469,Segment 0,До внедрения роботов,3,0.33,0,0
cst_5771650297,Segment 0,До внедрения роботов,0,0.2,0,0
cst_2945941646,Segment 0,До внедрения роботов,0,1.04,0,0
cst_7825305001,Segment 0,До внедрения роботов,0,0.67,0,0
cst_5129190870,Segment 0,До внедрения роботов,2,0.49,0,0
cst_5056156131,Segment 0,До внедрения роботов,5,0.05,0,0
cst_6793063756,Segment 0,До внедрения роботов,1,1.39,0,0
cst_5126551738,Segment 0,До внедрения роботов,0,0.26,0,0
cst_2067066670,Segment 0,До внедрения роботов,3,0.7,0,0
cst_1563241497,Segment 0,До внедрения роботов,2,0.01,0,0
cst_7282612244,Segment 0,До внедрения роботов,0,0.02,0,0
cst_0749625857,Segment 0,До внедрения роботов,2,0.97,0,0
cst_9252499891,Segment 0,До внедрения роботов,0,0.47,0,0
cst_4448771473,Segment 0,До внедрения роботов,0,0.84,0,0
cst_6203088030,Segment 0,До внедрения роботов,5,0.06,0,0
cst_7654498959,Segment 0,До внедрения роботов,7,0.13,0,0
cst_8557497061,Segment 0,До внедрения роботов,0,0.12,0,0
cst_1189117454,Segment 0,До внедрения роботов,6,0.22,0,0
cst_3346141069,Segment 0,До внедрения роботов,6,0.07,0,0
cst_1808368067,Segment 0,До внедрения роботов,1,1.21,0,0
cst_8407680949,Segment 0,До внедрения роботов,0,0.07,0,0
cst_2355888395,Segment 0,До внедрения роботов,0,1.03,0,0
cst_3259912408,Segment 0,До внедрения роботов,0,0.15,0,0
cst_1303235180,Segment 0,До внедрения роботов,2,0.08,0,0
cst_9895866790,Segment 0,До внедрения роботов,2,1.45,0,0
cst_6190574670,Segment 0,До внедрения роботов,6,0.84,0,0
cst_7835073083,Segment 0,До внедрения роботов,2,0.42,0,0
cst_3627601098,Segment 0,До внедрения роботов,0,1.14,0,0
cst_2848216412,Segment 0,До внедрения роботов,4,1.52,0,0
cst_5858307147,Segment 0,До внедрения роботов,4,0.16,0,0
cst_5491415468,Segment 0,До внедрения роботов,6,1.26,0,0
cst_5422031792,Segment 0,До внедрения роботов,4,1.12,0,0
cst_2842799410,Segment 0,До внедрения роботов,0,0.91,0,0
cst_4595741273,Segment 0,До внедрения роботов,4,0.02,0,0
cst_4717551793,Segment 0,До внедрения роботов,0,0.92,0,0
cst_1303089791,Segment 0,До внедрения роботов,5,0.38,0,0
cst_8714005449,Segment 0,До внедрения роботов,0,0.78,0,0
cst_6130666241,Segment 0,До внедрения роботов,0,0.96,0,0
cst_4340345799,Segment 0,До внедрения роботов,0,0.61,0,0
cst_4588826378,Segment 0,До внедрения роботов,4,0.25,0,0
cst_0755262795,Segment 0,До внедрения роботов,2,0.65,0,0
cst_6355757473,Segment 0,До внедрения роботов,4,0.3,0,0
cst_7843764141,Segment 0,До внедрения роботов,2,0.22,0,0
cst_7407749668,Segment 0,До внедрения роботов,6,3.01,0,0
cst_9746350715,Segment 0,До внедрения роботов,3,0.35,0,0
cst_0658223784,Segment 0,До внедрения роботов,0,0.71,0,0
cst_0345782839,Segment 0,До внедрения роботов,3,0.5,0,0
cst_6249604978,Segment 0,До внедрения роботов,6,0.08,0,0
cst_6774012727,Segment 0,До внедрения роботов,2,0.87,0,0
cst_3020135713,Segment 0,До внедрения роботов,3,0.15,0,0
cst_4071308260,Segment 0,До внедрения роботов,0,2.37,0,0
cst_5898846201,Segment 0,До внедрения роботов,4,0.06,0,0
cst_1777655345,Segment 0,До внедрения роботов,2,0.57,0,0
cst_5839118792,Segment 0,До внедрения роботов,0,1.27,0,0
cst_7074001137,Segment 0,До внедрения роботов,4,0.24,0,0
cst_8827036159,Segment 0,До внедрения роботов,5,0.99,0,0
cst_0751755189,Segment 0,До внедрения роботов,3,0.15,0,0
cst_3436511686,Segment 0,До внедрения роботов,0,0.4,0,0
cst_4560441086,Segment 0,До внедрения роботов,0,0.13,0,0
cst_6888703085,Segment 0,До внедрения роботов,3,0.1,0,0
cst_7606224435,Segment 0,До внедрения роботов,2,1.02,0,0
cst_4380516794,Segment 0,До внедрения роботов,4,0.46,0,0
cst_3016761000,Segment 0,До внедрения роботов,0,0.34,0,0
cst_3236180859,Segment 0,До внедрения роботов,3,0.41,0,0
cst_2486684108,Segment 0,До внедрения роботов,6,0.21,0,0
cst_7899263207,Segment 0,До внедрения роботов,0,1.89,0,0
cst_8660732069,Segment 0,До внедрения роботов,0,1.29,0,0
cst_9235800956,Segment 0,До внедрения роботов,3,0.63,0,0
cst_5154763982,Segment 0,До внедрения роботов,4,0.34,0,0
cst_1724802583,Segment 0,До внедрения роботов,3,0.93,0,0
cst_2989156302,Segment 0,До внедрения роботов,0,1.07,0,0
cst_0045781188,Segment 0,До внедрения роботов,4,0.08,0,0
cst_6200051310,Segment 0,До внедрения роботов,7,0.85,0,0
cst_9566343456,Segment 0,До внедрения роботов,1,0.67,0,0
cst_9103803788,Segment 0,До внедрения роботов,5,0.62,0,0
cst_3514605488,Segment 0,До внедрения роботов,0,0.08,0,0
cst_6912678930,Segment 0,До внедрения роботов,1,0.09,0,0
cst_3377112896,Segment 0,До внедрения роботов,1,0.17,0,0
cst_0060925899,Segment 0,До внедрения роботов,0,0.61,0,0
cst_2327239957,Segment 0,До внедрения роботов,9,1.81,1,0
cst_0696681510,Segment 0,До внедрения роботов,3,0.32,0,0
cst_6112975560,Segment 0,До внедрения роботов,2,0.32,0,0
cst_7527125371,Segment 0,До внедрения роботов,6,0.88,0,0
cst_9886342038,Segment 0,До внедрения роботов,1,0.12,0,0
cst_3471254215,Segment 0,До внедрения роботов,2,0.35,0,0
cst_1687650598,Segment 0,До внедрения роботов,3,0.46,0,0
cst_5552077956,Segment 0,До внедрения роботов,6,0.93,0,0
cst_1931094246,Segment 0,До внедрения роботов,2,1.08,0,0
cst_5025582740,Segment 0,До внедрения роботов,0,0.1,0,0
cst_9058861071,Segment 0,До внедрения роботов,0,0.9,0,0
cst_2233621517,Segment 0,До внедрения роботов,0,0.02,0,0
cst_0722021134,Segment 0,До внедрения роботов,5,0.06,0,0
cst_1181634350,Segment 0,До внедрения роботов,0,0.1,0,0
cst_8480409253,Segment 0,До внедрения роботов,0,0.81,0,0
cst_7174166975,Segment 0,До внедрения роботов,4,0.36,0,0
cst_0081551524,Segment 0,До внедрения роботов,2,0.16,0,0
cst_5214674442,Segment 0,До внедрения роботов,1,0.09,0,0
cst_5408735707,Segment 0,До внедрения роботов,5,0.42,0,0
cst_0989067054,Segment 0,До внедрения роботов,7,0.51,0,0
cst_2766938977,Segment 0,До внедрения роботов,0,0.91,0,0
cst_4030707147,Segment 0,До внедрения роботов,0,0.1,0,0
cst_7352081766,Segment 0,До внедрения роботов,5,1.1,0,0
cst_1650438723,Segment 0,До внедрения роботов,3,0.18,0,0
cst_8154541913,Segment 0,До внедрения роботов,4,0.09,0,0
cst_4451470274,Segment 0,До внедрения роботов,4,0.35,0,0
cst_2123751031,Segment 0,До внедрения роботов,0,0.53,0,0
cst_7659621979,Segment 0,До внедрения роботов,0,0.07,0,0
cst_0307193170,Segment 0,До внедрения роботов,3,0.11,0,0
cst_5552622985,Segment 0,До внедрения роботов,4,0.42,0,0
cst_7418374770,Segment 0,До внедрения роботов,4,0.27,0,0
cst_7341312423,Segment 0,До внедрения роботов,0,0.17,0,0
cst_1667707614,Segment 0,До внедрения роботов,0,0.29,0,0
cst_0643934270,Segment 0,До внедрения роботов,0,1.1,0,0
cst_0101311011,Segment 0,До внедрения роботов,0,0.13,0,0
cst_3183554652,Segment 0,До внедрения роботов,0,0.4,0,0
cst_8365695659,Segment 0,До внедрения роботов,1,0.4,0,0
cst_5357636632,Segment 0,До внедрения роботов,1,0.96,0,0
cst_3448518963,Segment 0,До внедрения роботов,2,0.06,0,0
cst_6090375992,Segment 0,До внедрения роботов,4,0.21,0,0
cst_1171812074,Segment 0,До внедрения роботов,3,0.62,0,0
cst_4836142288,Segment 0,До внедрения роботов,3,0.73,0,0
cst_9000180547,Segment 0,До внедрения роботов,1,1.83,0,0
cst_3837647243,Segment 0,До внедрения роботов,9,0.83,1,0
cst_4281873175,Segment 0,До внедрения роботов,1,0.16,0,0
cst_1103969658,Segment 0,До внедрения роботов,7,0.19,0,0
cst_5930913326,Segment 0,До внедрения роботов,5,0.74,0,0
cst_6716237676,Segment 0,До внедрения роботов,5,0.88,0,0
cst_5153355617,Segment 0,До внедрения роботов,0,0.99,0,0
cst_0717227024,Segment 0,До внедрения роботов,2,0.51,0,0
cst_3109664911,Segment 0,До внедрения роботов,0,0.12,0,0
cst_4260266372,Segment 0,До внедрения роботов,0,0.75,0,0
cst_5792633542,Segment 0,До внедрения роботов,0,0.47,1,0
cst_1090239597,Segment 0,До внедрения роботов,0,0.41,0,0
cst_4849591406,Segment 0,До внедрения роботов,2,0.02,0,0
cst_4559339078,Segment 0,До внедрения роботов,1,0.1,0,0
cst_1054053055,Segment 0,До внедрения роботов,1,0.0,0,0
cst_1525345030,Segment 0,До внедрения роботов,0,0.67,0,0
cst_4986599724,Segment 0,До внедрения роботов,10,0.3,1,0
cst_3305339473,Segment 0,До внедрения роботов,1,0.54,0,0
cst_0170413072,Segment 0,До внедрения роботов,3,0.02,0,0
cst_1603158078,Segment 0,До внедрения роботов,6,0.65,0,0
cst_9179438780,Segment 0,До внедрения роботов,3,0.75,0,0
cst_1968954769,Segment 0,До внедрения роботов,5,0.27,0,0
cst_2675555254,Segment 0,До внедрения роботов,3,0.57,0,0
cst_1709356122,Segment 0,До внедрения роботов,6,0.19,0,0
cst_0347463826,Segment 0,До внедрения роботов,0,0.49,0,0
cst_2978009546,Segment 0,До внедрения роботов,0,1.1,0,0
cst_6862014852,Segment 0,До внедрения роботов,4,0.06,0,0
cst_1289988170,Segment 0,До внедрения роботов,4,0.01,0,0
cst_8711970087,Segment 0,До внедрения роботов,1,0.77,0,0
cst_8530223440,Segment 0,До внедрения роботов,0,0.77,0,0
cst_5666475121,Segment 0,До внедрения роботов,0,0.07,0,0
cst_3987944266,Segment 0,До внедрения роботов,2,1.24,0,0
cst_0171595220,Segment 0,До внедрения роботов,1,0.22,0,0
cst_7270933417,Segment 0,До внедрения роботов,0,0.31,0,0
cst_4867744376,Segment 0,До внедрения роботов,3,0.21,0,0
cst_8276218008,Segment 0,До внедрения роботов,0,0.88,0,0
cst_9420283819,Segment 0,До внедрения роботов,3,1.43,0,0
cst_2959557116,Segment 0,До внедрения роботов,1,0.18,0,0
cst_6691682147,Segment 0,До внедрения роботов,5,0.5,0,0
cst_5722372073,Segment 0,До внедрения роботов,0,0.61,0,0
cst_8151035714,Segment 0,До внедрения роботов,4,0.16,0,0
cst_5710805040,Segment 0,До внедрения роботов,3,0.56,0,0
cst_2222492049,Segment 0,До внедрения роботов,2,0.22,0,0
cst_6702866990,Segment 0,До внедрения роботов,1,0.1,0,0
cst_0322862943,Segment 0,До внедрения роботов,0,0.67,0,0
cst_0935440107,Segment 0,До внедрения роботов,9,0.1,1,0
cst_9741556015,Segment 0,До внедрения роботов,0,0.37,0,0
cst_7570497588,Segment 0,До внедрения роботов,4,2.3,0,0
cst_3619714436,Segment 0,До внедрения роботов,0,0.03,0,0
cst_5297181392,Segment 0,До внедрения роботов,10,0.12,1,0
cst_6943981180,Segment 0,До внедрения роботов,2,0.23,0,0
cst_8044518831,Segment 0,До внедрения роботов,3,0.57,0,0
cst_2699759132,Segment 0,До внедрения роботов,4,0.24,0,0
cst_8516720927,Segment 0,До внедрения роботов,0,0.35,0,0
cst_1730799552,Segment 0,До внедрения роботов,0,2.15,0,0
cst_7435465479,Segment 0,До внедрения роботов,0,0.44,0,0
cst_9528413000,Segment 0,До внедрения роботов,4,0.53,0,0
cst_9374396545,Segment 0,До внедрения роботов,6,1.15,0,0
cst_3234002472,Segment 0,До внедрения роботов,4,0.03,0,0
cst_1244147077,Segment 0,До внедрения роботов,0,0.1,0,0
cst_1182721770,Segment 0,До внедрения роботов,2,0.03,0,0
cst_9797363066,Segment 0,До внедрения роботов,3,0.04,0,0
cst_0408498734,Segment 0,До внедрения роботов,0,0.09,0,0
cst_1128528458,Segment 0,До внедрения роботов,1,0.49,0,0
cst_8373680337,Segment 0,До внедрения роботов,0,1.53,0,0
cst_5290235775,Segment 0,До внедрения роботов,4,0.0,0,0
cst_8730809266,Segment 0,До внедрения роботов,3,0.07,0,0
cst_8648174268,Segment 0,До внедрения роботов,0,0.06,0,0
cst_2056748450,Segment 0,До внедрения роботов,0,0.03,0,0
cst_6584472631,Segment 0,До внедрения роботов,5,0.06,0,0
cst_3297981992,Segment 0,До внедрения роботов,0,0.05,0,0
cst_8807939244,Segment 0,До внедрения роботов,1,1.12,0,0
cst_8899323251,Segment 0,До внедрения роботов,0,0.08,0,0
cst_1722792146,Segment 0,До внедрения роботов,0,0.68,0,0
cst_0225730298,Segment 0,До внедрения роботов,3,1.38,0,0
cst_4922766282,Segment 0,До внедрения роботов,1,1.37,0,0
cst_6644369738,Segment 0,До внедрения роботов,1,0.29,0,0
cst_4291597339,Segment 0,До внедрения роботов,2,1.17,0,0
cst_5128438055,Segment 0,До внедрения роботов,7,0.25,0,0
cst_3700899123,Segment 0,До внедрения роботов,2,1.43,0,0
cst_7393492944,Segment 0,До внедрения роботов,3,0.06,0,0
cst_3803117279,Segment 0,До внедрения роботов,0,0.4,0,0
cst_9218683518,Segment 0,До внедрения роботов,0,1.6,0,0
cst_2423015473,Segment 0,До внедрения роботов,0,0.01,0,0
cst_6679325824,Segment 0,До внедрения роботов,0,1.09,0,0
cst_0176959379,Segment 0,До внедрения роботов,3,0.29,0,0
cst_3718850583,Segment 0,До внедрения роботов,1,0.09,0,0
cst_8347468854,Segment 0,До внедрения роботов,2,0.46,0,0
cst_5263155267,Segment 0,До внедрения роботов,2,0.81,0,0
cst_1730153375,Segment 0,До внедрения роботов,4,0.15,1,0
cst_8026307051,Segment 0,До внедрения роботов,0,0.64,0,0
cst_8562756470,Segment 0,До внедрения роботов,5,0.3,0,0
cst_3855196213,Segment 0,До внедрения роботов,0,0.6,0,0
cst_1036738398,Segment 0,До внедрения роботов,5,0.58,0,0
cst_5167068566,Segment 0,До внедрения роботов,2,0.45,0,0
cst_4777115227,Segment 0,До внедрения роботов,2,1.34,0,0
cst_8956504191,Segment 0,До внедрения роботов,5,0.72,0,0
cst_4248404897,Segment 0,До внедрения роботов,1,1.21,0,0
cst_0448749665,Segment 0,До внедрения роботов,3,0.6,0,0
cst_8766873333,Segment 0,До внедрения роботов,5,0.75,0,0
cst_5911455816,Segment 0,До внедрения роботов,0,0.4,0,0
cst_3306429896,Segment 0,До внедрения роботов,6,0.11,0,0
cst_3269170447,Segment 0,До внедрения роботов,2,0.76,0,0
cst_4337142027,Segment 0,До внедрения роботов,0,1.13,0,0
cst_5307298570,Segment 0,До внедрения роботов,1,1.47,0,0
cst_8828224594,Segment 0,До внедрения роботов,0,0.53,0,0
cst_0402669925,Segment 0,До внедрения роботов,2,0.55,0,0
cst_3196701763,Segment 0,До внедрения роботов,0,1.22,0,0
cst_6126521081,Segment 0,До внедрения роботов,6,0.58,0,0
cst_6349935752,Segment 0,До внедрения роботов,1,0.13,0,0
cst_1075496277,Segment 0,До внедрения роботов,7,0.1,0,0
cst_6974679470,Segment 0,До внедрения роботов,5,0.2,0,0
cst_1501863721,Segment 0,До внедрения роботов,9,0.36,1,0
cst_2980377043,Segment 0,До внедрения роботов,1,0.28,0,0
cst_0586832194,Segment 0,До внедрения роботов,1,2.56,0,0
cst_4432538053,Segment 0,До внедрения роботов,4,1.17,0,0
cst_0811578701,Segment 0,До внедрения роботов,0,0.85,0,0
cst_4610538433,Segment 0,До внедрения роботов,2,0.72,0,0
cst_2620005062,Segment 0,До внедрения роботов,0,0.33,0,0
cst_0846109933,Segment 0,До внедрения роботов,3,0.01,0,0
cst_3443784403,Segment 0,До внедрения роботов,1,0.63,0,0
cst_5658442963,Segment 0,До внедрения роботов,0,0.13,0,0
cst_7885747914,Segment 0,До внедрения роботов,0,0.02,0,0
cst_0683685981,Segment 0,До внедрения роботов,0,0.72,0,0
cst_8377313122,Segment 0,До внедрения роботов,0,0.53,0,0
cst_3651419867,Segment 0,До внедрения роботов,4,0.19,0,0
cst_0021006442,Segment 0,До внедрения роботов,0,0.28,0,0
cst_3913288875,Segment 0,До внедрения роботов,10,0.66,1,0
cst_4809109512,Segment 0,До внедрения роботов,4,0.08,0,0
cst_6596226700,Segment 0,До внедрения роботов,0,0.58,0,0
cst_9474512777,Segment 0,До внедрения роботов,1,0.56,0,0
cst_8604323135,Segment 0,До внедрения роботов,0,0.64,0,0
cst_5617537073,Segment 0,До внедрения роботов,5,0.1,0,0
cst_0318387215,Segment 0,До внедрения роботов,4,0.95,0,0
